f1,f2,f3
0,0,6
8.05917710394472E-06,8.17744049736997E-06,5.99998383546753
0.035361407602925,0.001025050726097,5.95211077307529
0.199481340169124,0.001776476596218,5.60877481861824
0.077303521181906,0.011614748720172,5.85834890585228
0.002383869114917,0.098038734893913,5.82129773104266
0.077019686816421,0.011587738244664,5.85908308940862
0.251366251667272,0.001372651105624,5.57180403696956
0.032846593726113,0.001004257862337,5.95620720203464
0.032524287058567,0.028111153885563,5.93223728056051
0.078826746592195,0,5.86785164967757
0.005165700617384,0.101749392649518,5.80954294121506
