problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE
DTLZ1,3,1,"[2.88, 17.3, 0.0]",0.0,0.2756711828995476,0,8.334866719965913,20.39061500238236,9.808301397952299,30.911916901398286,9.314534946505148,0,12,2560,2412
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.0,0.16798540519454452,0,6.379328054081935,15.735520650150995,6.074710500571394,24.132080258939222,5.7160665994877,0,12,3742,3612
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.0,0.29082288676593054,0,7.233778255740963,11.808834895160993,5.35678747192323,15.199211587188007,3.284755613794561,0,12,4694,4812
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.0,0.052012040118203345,0,5.103010344510738,10.255634586380017,4.5979893556902764,10.56995557627827,3.4129888087555584,0,12,5316,6012
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.0,0.4554004065938687,0,5.786381535533868,6.218524905621187,4.780626857884872,5.5235092061198525,2.5429577900306573,0,12,6648,7212
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.5762775947266153,0.5247389507546676,1.531035255864848,4.120559956873499,4.887913084704609,4.792822346398607,2.8697444985076888,1.9291996180835802,2,12,8048,8412
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.5301734998973493,0.4905761909399724,1.192186049849919,3.727831736313547,4.895224203878747,4.821045033773352,2.5169255227863356,1.9156839140672697,2,12,9448,9612
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.8806604912823645,0.518405743238568,5.464060842655884,6.105897668946165,4.485636093140252,6.701563814990428,1.823950076029392,2.4062877165636936,2,11,10848,10812
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.8073650429083404,0.9339073104177863,7.89276202953788,7.968326505455964,6.910949138874219,6.1516591857407565,0.6525859110339138,0.6089234272788696,13,11,2986,2412
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7488966820937029,0.9182590108307448,7.995704855685743,8.01974641342037,4.003794646264846,21.77398058239892,0.653072545660006,0.5098490322608876,6,12,4066,3612
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.5264476372965604,0.9304836296151734,5.94790895887508,7.484226788100575,3.5785227467833414,13.660354611681932,0.877338896377963,0.6609817970434138,3,11,4476,4812
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.6557152515700211,0.9224888747506735,7.740704121736513,7.738669302805322,4.0098111408437855,18.642058303664395,0.7814057070094882,0.6196713276970606,4,12,4912,6012
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.569501904631321,0.8598539263342356,7.464767801490693,7.808521141767168,3.4822645895870967,7.230421931410325,0.8785133028428517,0.6937405103538841,3,10,5314,7212
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.5759837820641643,0.800198306996086,7.506199702660954,7.918685073536602,3.329477007313691,4.755733807515943,0.878142470331413,0.6927202568123233,3,12,5714,8412
