Iteration;y0;y1;y2;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;nds_rank
0;1.3122898098291254e-32;2.143131898507868e-16;3.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0
1;0.7622003808519126;0.4205421043676901;1.586849940723715;0.6805727265893771;0.32097338932708275;0.15535934308469673;0.6005672423735888;0.9243582387260216;0.7878644125545085;0.7638307642636194;0.702973999937185;0.8339391217840482;0.8019778925037896;0.17902873394364954;0.4603300512030333;13
2;0.13755903919454768;0.6843987080486169;1.3536200212018756;0.6968781557367839;0.8737266278632708;0.5132378170921394;0.23917082349525776;0.036844282109519136;0.13273989067288974;0.39575107156887707;0.7239741416178208;0.5066675829254618;0.6837293288503905;0.5679082284732159;0.4226566854384514;6
3;0.7558464739500398;1.4682395394947956;0.6713370609469829;0.2458150415290665;0.6973410033252241;0.10965882366826324;0.699381591189561;0.9475945525569914;0.6230957263012771;0.32546768665388176;0.07769131011474502;0.5468834858208177;0.4665360892291477;0.7631005868314467;0.19396290375874414;71
4;0.4892785379014629;1.3101395036302559;1.2770358995439934;0.4711139375768194;0.7724620836955963;0.5916539926057074;0.7682703009848687;0.9098567847038204;0.8736813696384199;0.09973792414039337;0.6929089511885971;0.5488552672891872;0.3705686673714461;0.0549794165013082;0.8020879942631283;56
5;1.1733787293477445;0.8945504263313033;0.20082387076320046;0.08611958337546535;0.4146762465313244;0.6403485356190171;0.2457691353980587;0.3712299167184292;0.7630029047587411;0.16588308226377585;0.6208439660902385;0.4656637942316679;0.16959621935705385;0.5312827497121898;0.7853736548408218;73
6;0.8796328469382992;1.4003429240681582;0.6882027044566649;0.2510569772829727;0.6429421959704502;0.07787786838955722;0.14112022841110544;0.4781015748221187;0.47313173609807796;0.3377441468803042;0.5762408039020867;0.8224571960697071;0.7714385672755119;0.12866411950370674;0.1321515779845112;86
7;0.5414184758906206;1.264359214429038;1.4095076969721383;0.5077954098567484;0.7424292265386933;0.9686743848440516;0.6786070284907931;0.7789427701766186;0.7429888995138516;0.7690107975474715;0.21937047938876472;0.4181579966331387;0.7547248644261728;0.8578798688284589;0.9797798220197196;56
8;0.13075606264915268;1.2751290775948871;0.9504449190989094;0.4061813158990374;0.9349462290275976;0.6199198939906363;0.08633903687976761;0.3590351642404189;0.43274014045237336;0.13800029909120018;0.5098097667778907;0.08499530783940153;0.23872019959338034;0.3856778141490054;0.466138477095217;54
9;1.1788175576440387;0.4511868142952571;1.0442404769307911;0.4400142207474259;0.2327123286957077;0.4000467846772798;0.7010802375932678;0.3327593194891397;0.05419258036484767;0.33544325091914284;0.12033919299078588;0.659540192263692;0.3987572389514141;0.2824764266989692;0.17320214577510962;56
